recorder,recorderid,recorderlogin,identifier,ids,records,identifierid,identifierlogin,totalids
David Spencer Muirhead,{355842},{davemmdave},John Tann,1,2693,{1021482},{johntann99},584
Luis Mata EntSocVic,{14240},{lmata},John Tann,1,887,{1021482},{johntann99},584
Emma,,,John Tann,1,208,{1021482},{johntann99},584
Allan Lugg,{382861},{allanlugg},John Tann,1,1508,{1021482},{johntann99},584
Jeremy Barker,{464262},{jeremybarker},John Tann,1,2681,{1021482},{johntann99},584
Jonah Timms,{1192116},{jonaht},John Van den Hoeven,1,267,,,587
Lawrence Troup,{1493025},{lawrencetroup},John Van den Hoeven,1,275,,,587
Casey,,,John Wilshire,1,480,,,8
Dave Holland,{1305207},{dave_holland},john_early,1,4166,{59045},{john_early},87
Lloyd Esler,{56932},{lloyd_esler},john_early,1,1294,{59045},{john_early},87
twofruits,{1408958},{twofruits},johnwmyles,1,36,{703696},{johnwmyles},314
Alan Muchlinski,{976250},{alanmuchlinski},johnwmyles,1,182,{703696},{johnwmyles},314
Pablo Fraire,{1364542},{pablof},johnwmyles,1,1086,{703696},{johnwmyles},314
Allan Lugg,{382861},{allanlugg},Jon Lehmberg,1,1508,{749212},{jonlehmberg},791
Jonathan Campbell,{81356},{jonathancampbell},Jon Lehmberg,1,418,{749212},{jonlehmberg},791
Bob McDougall,{83288},{bobmcd},Jon Lehmberg,1,3600,{749212},{jonlehmberg},791
David,,,Jon Lehmberg,1,1691,{749212},{jonlehmberg},791
Denis Makhnovsky,{973677},{denis_m},Jon Lehmberg,1,1346,{749212},{jonlehmberg},791
Alexis,,,Jon Lehmberg,1,11452,{749212},{jonlehmberg},791
Katja Schulz,{3785},{treegrow},Jon Sullivan,1,1431,{1115},{jon_sullivan},4574
harum.koh,{37749},{harumkoh},Jon Sullivan,1,353,{1115},{jon_sullivan},4574
Cin-Ty Lee,{553242},{cintylee},Jon Sullivan,1,2667,{1115},{jon_sullivan},4574
Marley Ford,{271880},{marleyii},Jon Sullivan,1,1186,{1115},{jon_sullivan},4574
Reiner Richter,{222137},{reiner},Jon Sullivan,1,22539,{1115},{jon_sullivan},4574
Denis Makhnovsky,{973677},{denis_m},Jon Sullivan,1,1346,{1115},{jon_sullivan},4574
Luke Sutton,{417599},{luke_sutton},Jon Sullivan,1,147,{1115},{jon_sullivan},4574
Patrick Hanly,{473359},{hanly},Jonah Timms,1,172,{1192116},{jonaht},240
Rejoice Gassah,{506512},{rejoicegassah},Jonathan Hiew,1,2366,,,231
Aniruddha Singhamahapatra,{951127},{aniruddha_singhamahapatra},Jonathan Hiew,1,3573,,,231
joannerusso,{6624},{joannerusso},Jonathan Hoskins,1,1881,,,3205
natgrace18,{1533115},{natgrace18},Jonathan Hoskins,1,118,,,3205
Sean Cozart,{29091},{birdwhisperer},Jonathan Hoskins,1,4373,,,3205
Nate Venarske,{1174034},{natev},Jonathan Hoskins,1,391,,,3205
guyincognito,{459714},{guyincognito},Jonathan Hoskins,1,667,,,3205
Dr. Alison Northup,{438488},{alisonnorthup},Jonathan Hoskins,1,3439,,,3205
Arijit Patra,{1090353},{arijit_p},Jonathan Hoskins,1,61,,,3205
napoleon1799,{762836},{napoleon1799},Jonathan Hoskins,1,300,,,3205
svg52,{1509945},{svg52},Jonathan Hoskins,1,2792,,,3205
oneanttofew,{1706934},{oneanttofew},Jonathan Hoskins,1,93,,,3205
coenobita,{786692},{coenobita},Jonathan Hoskins,1,479,,,3205
Grover J. Brown,{385210},{groverbrown},Jonathan Hoskins,1,98,,,3205
David Bygott,{1626},{davidbygott},Jonathan Hoskins,1,2322,,,3205
Bill Crins,{1106722},{wjcrins},Jonathan Hoskins,1,2418,,,3205
evelynvirens,,,Jonathan Hoskins,1,230,,,3205
Luis Mata EntSocVic,{14240},{lmata},Jonghyun Park,1,887,{2408849},{clurarit},53
Lawrence Troup,{1493025},{lawrencetroup},Jordi Tablada,1,275,{623867},{jordi_nz},43
Clinton Duffy,{56848},{clinton},Jordi Tablada,1,154,{623867},{jordi_nz},43
Bob McDougall,{83288},{bobmcd},Jordi Tablada,1,3600,{623867},{jordi_nz},43
Jared Shorma,{491170},{blazeclaw},Joseph McPhail,1,3773,{1722768},{thebirdnerd},2758
Erik Attaway,{151498},{eattaway92},Joseph McPhail,1,1261,{1722768},{thebirdnerd},2758
Elliot Greiner,{292489},{elliotgreiner},Joseph McPhail,1,3950,{1722768},{thebirdnerd},2758
Sean Cozart,{29091},{birdwhisperer},Joseph McPhail,1,4373,{1722768},{thebirdnerd},2758
C. Mallory,{275891},{psyllidhipster},Joseph McPhail,1,2377,{1722768},{thebirdnerd},2758
Blake Bringhurst,{208028},{myrmexflora},Joseph McPhail,1,397,{1722768},{thebirdnerd},2758
Mark Rosenstein,{10787},{maractwin},Josh Moloney,1,3995,{895756},{du81iner},522
Reiner Richter,{222137},{reiner},Joshua Gan,1,22539,,,24
evelynvirens,,,Joshua Gan,1,230,,,24
Thomas Mesaglio,{1138587},{thebeachcomber},Joshua Gan,1,2327,,,24
Tan Kok Hui,{47594},{kokhuitan},Joshua Smith,1,459,,,2274
Reiner Richter,{222137},{reiner},Joshua Smith,1,22539,,,2274
Jared Shorma,{491170},{blazeclaw},Joshua Smith,1,3773,,,2274
alexb0000,{741608},{alexb0000},Joshua Smith,1,280,,,2274
Even Dankowicz,{165078},{edanko},Joshua Smith,1,4890,,,2274
coenobita,{786692},{coenobita},Joshua Smith,1,479,,,2274
Luis Mata EntSocVic,{14240},{lmata},joshuach2002,1,887,,,131
Cin-Ty Lee,{553242},{cintylee},Josip Skejo,1,2667,{771467},{skejo},258
napoleon1799,{762836},{napoleon1799},Josip Skejo,1,300,{771467},{skejo},258
Erik Attaway,{151498},{eattaway92},Josip Skejo,1,1261,{771467},{skejo},258
Frank Izaguirre,{154438},{birdizlife},Josip Skejo,1,2251,{771467},{skejo},258
Katja Schulz,{3785},{treegrow},Josip Skejo,1,1431,{771467},{skejo},258
teresap,{479865},{teresap},Josip Skejo,1,348,{771467},{skejo},258
Even Dankowicz,{165078},{edanko},Josip Skejo,1,4890,{771467},{skejo},258
harum.koh,{37749},{harumkoh},Juan Manuel de Roux,1,353,{1009163},{sultana},1521
Matt Tank,{772305},{mtank},Juan Manuel de Roux,1,658,{1009163},{sultana},1521
Cin-Ty Lee,{553242},{cintylee},Juan Manuel de Roux,1,2667,{1009163},{sultana},1521
Ian Shaw,{376665},{ralfmagee},Juan Manuel de Roux,1,9,{1009163},{sultana},1521
Dr. Alison Northup,{438488},{alisonnorthup},Juan Manuel de Roux,1,3439,{1009163},{sultana},1521
Anne Hoggett,{360494},{anne47},Juan Manuel de Roux,1,131,{1009163},{sultana},1521
Lloyd Esler,{56932},{lloyd_esler},Juan Manuel de Roux,1,1294,{1009163},{sultana},1521
Elliot Greiner,{292489},{elliotgreiner},Juha Kinnunen,1,3950,{614374},{juhakinnunen},2269
Erlon Bailey,{382262},{erlonbailey},Juha Kinnunen,1,150,{614374},{juhakinnunen},2269
Luis Mata EntSocVic,{14240},{lmata},Juha Kinnunen,1,887,{614374},{juhakinnunen},2269
Emma,,,Julie Reid,1,208,{486331},{juliereid},3722
Even Dankowicz,{165078},{edanko},Julie Reid,1,4890,{486331},{juliereid},3722
David,,,Julie Reid,1,1691,{486331},{juliereid},3722
pneuch,{1454081},{pneuch},Julie Reid,1,525,{486331},{juliereid},3722
Jim,,,Jurga Motiejūnaitė,1,4574,{1369015},{jurga_li},8420
Bob McDougall,{83288},{bobmcd},Jurga Motiejūnaitė,1,3600,{1369015},{jurga_li},8420
jansson,{1530557},{jansson},Jurga Motiejūnaitė,1,424,{1369015},{jurga_li},8420
Luis Mata EntSocVic,{14240},{lmata},Jurga Motiejūnaitė,1,887,{1369015},{jurga_li},8420
Florin Feneru,{1298821},{florin_feneru},Jurga Motiejūnaitė,1,327,{1369015},{jurga_li},8420
Alex Rebelo,{129251},{alexanderr},Jurga Motiejūnaitė,1,226,{1369015},{jurga_li},8420
Massimo Demma,{1765028},{massimodemma},Jurga Motiejūnaitė,1,168,{1369015},{jurga_li},8420
Mark Fishbein,{442526},{milkweedguy},k8thegr8,1,209,,,7064
Bill Crins,{1106722},{wjcrins},k8thegr8,1,2418,,,7064
Sean Cozart,{29091},{birdwhisperer},k8thegr8,1,4373,,,7064
Daniel McClosky,{755672},{ddennism},k8thegr8,1,572,,,7064
swamphiker,{1585485},{swamphiker},k8thegr8,1,33,,,7064
Jared Shorma,{491170},{blazeclaw},k8thegr8,1,3773,,,7064
Chris Motherwell,{448796},{cmotherwell},k8thegr8,1,117,,,7064
joannerusso,{6624},{joannerusso},k8thegr8,1,1881,,,7064
C. Mallory,{275891},{psyllidhipster},k8thegr8,1,2377,,,7064
Tim,,,k8thegr8,1,3412,,,7064
Heather Pickard,{167033},{heatherpickard},k8thegr8,1,1411,,,7064
alexb0000,{741608},{alexb0000},k8thegr8,1,280,,,7064
Sophie,,,k8thegr8,1,217,,,7064
David B. Richman,{749807},{deserts},k8thegr8,1,69,,,7064
Dr. Alison Northup,{438488},{alisonnorthup},k8thegr8,1,3439,,,7064
Ulysses M,{70032},{ulysses20},k8thegr8,1,941,,,7064
kevin_cheng,{528996},{kevin_cheng},k8thegr8,1,372,,,7064
Bobby McCabe,{516268},{bobby23},k8thegr8,1,1081,,,7064
Emma,,,k8thegr8,1,208,,,7064
kevin_cheng,{528996},{kevin_cheng},Kai-Philipp Schablewski,1,372,{59233},{kai_schablewski},3332
silk128,{1040259},{silk128},Kai-Philipp Schablewski,1,465,{59233},{kai_schablewski},3332
coenobita,{786692},{coenobita},Kai-Philipp Schablewski,1,479,{59233},{kai_schablewski},3332
David,,,Kai-Philipp Schablewski,1,1691,{59233},{kai_schablewski},3332
Luis Mata EntSocVic,{14240},{lmata},Kai-Philipp Schablewski,1,887,{59233},{kai_schablewski},3332
richardjaybee,{702174},{richardjaybee},Kai-Philipp Schablewski,1,327,{59233},{kai_schablewski},3332
Samuel Messner,,,Kai-Philipp Schablewski,1,223,{59233},{kai_schablewski},3332
teresap,{479865},{teresap},Kai-Philipp Schablewski,1,348,{59233},{kai_schablewski},3332
Katja Schulz,{3785},{treegrow},Kai-Philipp Schablewski,1,1431,{59233},{kai_schablewski},3332
Pablo Valero,{686024},{pablo_valero},Kai-Philipp Schablewski,1,12,{59233},{kai_schablewski},3332
Reiner Richter,{222137},{reiner},Kaitlyn,1,22539,,,342
lkdubs,{1422139},{lkdubs},Kari Pihlaviita,1,117,{97992},{pihlaviita},1303
Luis Mata EntSocVic,{14240},{lmata},Kari Pihlaviita,1,887,{97992},{pihlaviita},1303
Jonathan Campbell,{81356},{jonathancampbell},Kari Pihlaviita,1,418,{97992},{pihlaviita},1303
Aniruddha Singhamahapatra,{951127},{aniruddha_singhamahapatra},Kari Pihlaviita,1,3573,{97992},{pihlaviita},1303
coenobita,{786692},{coenobita},Kari Pihlaviita,1,479,{97992},{pihlaviita},1303
Bob McDougall,{83288},{bobmcd},Kari Pihlaviita,1,3600,{97992},{pihlaviita},1303
Cin-Ty Lee,{553242},{cintylee},Kari Pihlaviita,1,2667,{97992},{pihlaviita},1303
Luke Sutton,{417599},{luke_sutton},Katie Jenkins,1,147,{1180658},{katiej},65
Reiner Richter,{222137},{reiner},Katja Schulz,1,22539,{3785},{treegrow},2094
Erik Attaway,{151498},{eattaway92},Katja Schulz,1,1261,{3785},{treegrow},2094
Mira,,,Katja Schulz,1,1357,{3785},{treegrow},2094
joannerusso,{6624},{joannerusso},Katja Schulz,1,1881,{3785},{treegrow},2094
Dave Holland,{1305207},{dave_holland},Katja Schulz,1,4166,{3785},{treegrow},2094
Frank Izaguirre,{154438},{birdizlife},Katja Schulz,1,2251,{3785},{treegrow},2094
Luis da Costa,{29729},{ldacosta},Katja Schulz,1,461,{3785},{treegrow},2094
Mark Rosenstein,{10787},{maractwin},Katja Schulz,1,3995,{3785},{treegrow},2094
Bobby McCabe,{516268},{bobby23},Katja Schulz,1,1081,{3785},{treegrow},2094
Mary Joyce,{58489},{majo00},Katy Johns,1,1378,{58459},{aunty},185
Dave Holland,{1305207},{dave_holland},Kelvin Perrie,1,4166,{773820},{kelvinperrie},945
Leonie Kirchmajer,{1918213},{casemothcapers},Ken Harris EntSocVic,1,22,{717200},{kenharris},4976
Matt Parr,,,Kevin Huang,1,1686,{1208365},{kevin474},1926
Florin Feneru,{1298821},{florin_feneru},Kevin Huang,1,327,{1208365},{kevin474},1926
brnhn,{1762669},{brnhn},Kevin Huang,1,245,{1208365},{kevin474},1926
Elliot Greiner,{292489},{elliotgreiner},Kevin Huang,1,3950,{1208365},{kevin474},1926
Alexis,,,Kevin Huang,1,11452,{1208365},{kevin474},1926
David Spencer Muirhead,{355842},{davemmdave},Kevin Huang,1,2693,{1208365},{kevin474},1926
Aniruddha Singhamahapatra,{951127},{aniruddha_singhamahapatra},Kevin Huang,1,3573,{1208365},{kevin474},1926
Even Dankowicz,{165078},{edanko},Kevin Huang,1,4890,{1208365},{kevin474},1926
ryvesie,{1212216},{ryvesie},Kevin Huang,1,934,{1208365},{kevin474},1926
aaronr,{1151838},{aaronr},Kevin Huang,1,580,{1208365},{kevin474},1926
Cin-Ty Lee,{553242},{cintylee},Kevin Huang,1,2667,{1208365},{kevin474},1926
Colin Chiu,{495713},{cosmophasis},Kevin Huang,1,262,{1208365},{kevin474},1926
Tan Kok Hui,{47594},{kokhuitan},Kevin Huang,1,459,{1208365},{kevin474},1926
Luis Mata EntSocVic,{14240},{lmata},Kevin Huang,1,887,{1208365},{kevin474},1926
Jonathan Campbell,{81356},{jonathancampbell},Kevin Huang,1,418,{1208365},{kevin474},1926
Greg Lasley,{9706},{greglasley},Kevin Huang,1,5088,{1208365},{kevin474},1926
Abigail Nelson,{784189},{abigial41},Kevin Williams,1,338,,,1040
Sophie,,,Kevin Williams,1,217,,,1040
Nate Venarske,{1174034},{natev},Kevin Williams,1,391,,,1040
Jonathan Newman,{1420308},{antshrike69},Kevin Williams,1,657,,,1040
Mark Rosenstein,{10787},{maractwin},Kevin Williams,1,3995,,,1040
Bill Crins,{1106722},{wjcrins},Kevin Williams,1,2418,,,1040
Tim,,,kevin_cheng,1,3412,{528996},{kevin_cheng},990
Colin Chiu,{495713},{cosmophasis},kevin_cheng,1,262,{528996},{kevin_cheng},990
Mark Rosenstein,{10787},{maractwin},kevin_cheng,1,3995,{528996},{kevin_cheng},990
Even Dankowicz,{165078},{edanko},kevin_cheng,1,4890,{528996},{kevin_cheng},990
Daniel McClosky,{755672},{ddennism},kfryberger,1,572,{1199297},{kfryberger},552
Reiner Richter,{222137},{reiner},Kimberely Goodwin,1,22539,{1769912},{wali43},247
barbarab,{462},{barbarab},Kit Howard,1,645,{1178532},{kitkestrel},1188
Dr. Alison Northup,{438488},{alisonnorthup},Kit Howard,1,3439,{1178532},{kitkestrel},1188
C. Luke Beall,{1521095},{lukose},Kit Howard,1,477,{1178532},{kitkestrel},1188
Matt Parr,,,Kit Howard,1,1686,{1178532},{kitkestrel},1188
Patrick Hanly,{473359},{hanly},Kit Howard,1,172,{1178532},{kitkestrel},1188
teresap,{479865},{teresap},Kit Howard,1,348,{1178532},{kitkestrel},1188
David Bygott,{1626},{davidbygott},Konstantin,1,2322,,,1390
Samuel Messner,,,Konstantin,1,223,,,1390
Bob McDougall,{83288},{bobmcd},Konstantin,1,3600,,,1390
Aniruddha Singhamahapatra,{951127},{aniruddha_singhamahapatra},Konstantin,1,3573,,,1390
mobbini,{1409524},{mobbini},Konstantin,1,2272,,,1390
Mark Rosenstein,{10787},{maractwin},Konstantin,1,3995,,,1390
Reiner Richter,{222137},{reiner},Konstantin,1,22539,,,1390
Katja Schulz,{3785},{treegrow},Konstantin,1,1431,,,1390
Jeremy Barker,{464262},{jeremybarker},Konstantin,1,2681,,,1390
Rejoice Gassah,{506512},{rejoicegassah},Konstantin,1,2366,,,1390
Alexis,,,Konstantin,1,11452,,,1390
Ethan Gosnell,{530663},{egosnell2002},Konstantin,1,778,,,1390
Samuel Messner,,,Kostas Zontanos,1,223,{396990},{kostaszontanos},5462
jansson,{1530557},{jansson},Kostas Zontanos,1,424,{396990},{kostaszontanos},5462
Jurate,{1437994},{jurate_za},Kostas Zontanos,1,57,{396990},{kostaszontanos},5462
Mark Rosenstein,{10787},{maractwin},Kris Anderson,1,3995,,,1879
brnhn,{1762669},{brnhn},Kris Anderson,1,245,,,1879
Lottery Discountz,{1020162},{lotteryd},Kris Anderson,1,183,,,1879
David Bygott,{1626},{davidbygott},Kris Anderson,1,2322,,,1879
Dean,,,Kris Anderson,1,44,,,1879
Erik Attaway,{151498},{eattaway92},Kris Anderson,1,1261,,,1879
Frank Izaguirre,{154438},{birdizlife},Kris Anderson,1,2251,,,1879
Matt Parr,,,Kris Anderson,1,1686,,,1879
Even Dankowicz,{165078},{edanko},Kris Anderson,1,4890,,,1879
Jonathan Newman,{1420308},{antshrike69},Kris Anderson,1,657,,,1879
barbarab,{462},{barbarab},Krissa Klein,1,645,{17695},{graysquirrel},11732
brnhn,{1762669},{brnhn},Krissa Klein,1,245,{17695},{graysquirrel},11732
Will Cornwell,{45978},{wcornwell},Krissa Klein,1,160,{17695},{graysquirrel},11732
Brandon,,,Krissa Klein,1,44,{17695},{graysquirrel},11732
Ulysses M,{70032},{ulysses20},Krissa Klein,1,941,{17695},{graysquirrel},11732
Jim,,,kristinavalinciene,1,4574,,,12
Jurate,{1437994},{jurate_za},kristinavalinciene,1,57,,,12
Samuel Brown,{57863},{sdjbrown},ladyrobyn,1,436,,,137
C. Luke Beall,{1521095},{lukose},lahaina,1,477,,,149
Dave Holland,{1305207},{dave_holland},laurelrf,1,4166,{1980265},{laurelrf},69
David,,,laurelrf,1,1691,{1980265},{laurelrf},69
Will Cornwell,{45978},{wcornwell},laurelrf,1,160,{1980265},{laurelrf},69
Matt Parr,,,Leigh Winsor,1,1686,{737989},{leigh_winsor},206
Claudia Schipp,{746590},{claudiarose},Leigh Winsor,1,79,{737989},{leigh_winsor},206
Cin-Ty Lee,{553242},{cintylee},Leigh Winsor,1,2667,{737989},{leigh_winsor},206
Jackson Nugent,{799212},{jacksonnugent},Leigh Winsor,1,54,{737989},{leigh_winsor},206
Rod Lowther,{1458541},{rover-rod},Leigh Winsor,1,509,{737989},{leigh_winsor},206
Kaitlyn,,,leithallb,1,393,{412258},{leithallb},784
Allan Lugg,{382861},{allanlugg},leithallb,1,1508,{412258},{leithallb},784
seamus-doherty,{1245782},{seamus-doherty},leithallb,1,82,{412258},{leithallb},784
Luis Mata EntSocVic,{14240},{lmata},Lek Khauv,1,887,{59123},{lek},417
Allan Lugg,{382861},{allanlugg},Lek Khauv,1,1508,{59123},{lek},417
ryvesie,{1212216},{ryvesie},Lek Khauv,1,934,{59123},{lek},417
Russell Massang,{17687},{russ87},Lek Khauv,1,106,{59123},{lek},417
mobbini,{1409524},{mobbini},Lennart Hudel,1,2272,{863305},{lennarthud},389
Stephen Thorpe,,,Leon Perrie,1,1274,{57754},{leonperrie},2722
David,,,Leon Perrie,1,1691,{57754},{leonperrie},2722
Thomas Mesaglio,{1138587},{thebeachcomber},Leon Perrie,1,2327,{57754},{leonperrie},2722
Russell Massang,{17687},{russ87},Leonie Kirchmajer,1,106,{1918213},{casemothcapers},47
Reiner Richter,{222137},{reiner},Leonie Kirchmajer,1,22539,{1918213},{casemothcapers},47
Victor W Fazio III,{13444},{vicfazio3},Lila,1,7523,,,299
Luis Mata EntSocVic,{14240},{lmata},Lila,1,887,,,299
Greg Lasley,{9706},{greglasley},Lily M,1,5088,,,2485
Alexis,,,Lily M,1,11452,,,2485
Mark Rosenstein,{10787},{maractwin},Lily M,1,3995,,,2485
Marley Ford,{271880},{marleyii},Limestone Loki,1,1186,,,79
Dr. Alison Northup,{438488},{alisonnorthup},Limestone Loki,1,3439,,,79
Daniel McClosky,{755672},{ddennism},Lincoln Durey,1,572,,,746
Elliot Greiner,{292489},{elliotgreiner},Lincoln Durey,1,3950,,,746
Dr. Alison Northup,{438488},{alisonnorthup},Lincoln Durey,1,3439,,,746
David,,,Lincoln Durey,1,1691,,,746
Chris Motherwell,{448796},{cmotherwell},Lincoln Durey,1,117,,,746
Allan Lugg,{382861},{allanlugg},lindsay-popple,1,1508,,,164
Claudia Schipp,{746590},{claudiarose},lindsay-popple,1,79,,,164
Luis Mata EntSocVic,{14240},{lmata},lindsay-popple,1,887,,,164
Bob McDougall,{83288},{bobmcd},Lisa Bennett,1,3600,{59227},{lisa_bennett},889
Dave Holland,{1305207},{dave_holland},Lisa Bennett,1,4166,{59227},{lisa_bennett},889
Carolyn Stewart,{1944203},{carolynstewart},Lisa Bennett,1,364,{59227},{lisa_bennett},889
twofruits,{1408958},{twofruits},Lisa Bennett,1,36,{59227},{lisa_bennett},889
ryvesie,{1212216},{ryvesie},Lisa Bennett,1,934,{59227},{lisa_bennett},889
Mary Joyce,{58489},{majo00},Lisa Bennett,1,1378,{59227},{lisa_bennett},889
Even Dankowicz,{165078},{edanko},Lisa Bennett,1,4890,{59227},{lisa_bennett},889
Reiner Richter,{222137},{reiner},Lisa Bennett,1,22539,{59227},{lisa_bennett},889
Alexis,,,lisaschwartz,1,11452,{1912523},{lisaschwartz},74
Frank Izaguirre,{154438},{birdizlife},Liz F,1,2251,{738947},{lizardking},297
lkdubs,{1422139},{lkdubs},LJ Moore-McClelland,1,117,{398213},{ocean_beach_goth},1159
Daniel McClosky,{755672},{ddennism},LJ Moore-McClelland,1,572,{398213},{ocean_beach_goth},1159
swamphiker,{1585485},{swamphiker},LJ Moore-McClelland,1,33,{398213},{ocean_beach_goth},1159
Dr. Alison Northup,{438488},{alisonnorthup},LJ Moore-McClelland,1,3439,{398213},{ocean_beach_goth},1159
Blake Bringhurst,{208028},{myrmexflora},lkdubs,1,397,{1422139},{lkdubs},120
Dean,,,Lloyd Esler,1,44,{56932},{lloyd_esler},6721
publishedrecords,{174254},{publishedrecords},Lloyd Esler,1,15,{56932},{lloyd_esler},6721
Tan Kok Hui,{47594},{kokhuitan},Lloyd Esler,1,459,{56932},{lloyd_esler},6721
Elliot Greiner,{292489},{elliotgreiner},Logan Crees,1,3950,{1148121},{logancrees},1547
Bill Crins,{1106722},{wjcrins},Logan Crees,1,2418,{1148121},{logancrees},1547
Michele Chiacchio,{63043},{mc1991},Logan Crees,1,906,{1148121},{logancrees},1547
Alex Rebelo,{129251},{alexanderr},Logan Crees,1,226,{1148121},{logancrees},1547
Even Dankowicz,{165078},{edanko},Lorenzo D'Alessio,1,4890,{1451099},{lmdalessio},790
C. Luke Beall,{1521095},{lukose},Lorenzo D'Alessio,1,477,{1451099},{lmdalessio},790
Rejoice Gassah,{506512},{rejoicegassah},Lorenzo Prendini,1,2366,,,288
Michele Chiacchio,{63043},{mc1991},Lorenzo Prendini,1,906,,,288
Katja Schulz,{3785},{treegrow},Lottery Discountz,1,1431,{1020162},{lotteryd},1160
Frank Izaguirre,{154438},{birdizlife},Lottery Discountz,1,2251,{1020162},{lotteryd},1160
Dave Holland,{1305207},{dave_holland},Lottery Discountz,1,4166,{1020162},{lotteryd},1160
Elliot Greiner,{292489},{elliotgreiner},Lottery Discountz,1,3950,{1020162},{lotteryd},1160
teresap,{479865},{teresap},Lucas Rubio,1,348,{382941},{lrubio7},2119
guyincognito,{459714},{guyincognito},Lucas Rubio,1,667,{382941},{lrubio7},2119
svg52,{1509945},{svg52},Luis da Costa,1,2792,{29729},{ldacosta},1446
Bill Crins,{1106722},{wjcrins},Luis da Costa,1,2418,{29729},{ldacosta},1446
Jurate,{1437994},{jurate_za},Luis Lopes Silva,1,57,{3098},{flight69},880
turnercichlid,{404365},{turnercichlid},Luis Lopes Silva,1,111,{3098},{flight69},880
Alexis,,,Luis Lopes Silva,1,11452,{3098},{flight69},880
Pablo Fraire,{1364542},{pablof},Luis Lopes Silva,1,1086,{3098},{flight69},880
Denis Makhnovsky,{973677},{denis_m},Luis Lopes Silva,1,1346,{3098},{flight69},880
silk128,{1040259},{silk128},Luis Lopes Silva,1,465,{3098},{flight69},880
Massimo Demma,{1765028},{massimodemma},Luis Lopes Silva,1,168,{3098},{flight69},880
David,,,Luis Lopes Silva,1,1691,{3098},{flight69},880
jansson,{1530557},{jansson},Luis Lopes Silva,1,424,{3098},{flight69},880
Abigail Nelson,{784189},{abigial41},Luke,1,338,,,1358
David Bygott,{1626},{davidbygott},Luke,1,2322,,,1358
Pablo Fraire,{1364542},{pablof},Luke,1,1086,,,1358
Jonathan Newman,{1420308},{antshrike69},Lupoli Roland,1,657,{1530852},{lupoli_roland},5207
gaueko,{1741525},{gaueko},Lupoli Roland,1,34,{1530852},{lupoli_roland},5207
Jurate,{1437994},{jurate_za},Lupoli Roland,1,57,{1530852},{lupoli_roland},5207
Ron Frumkin,{1097120},{ronf},Lupoli Roland,1,2314,{1530852},{lupoli_roland},5207
Elliot Greiner,{292489},{elliotgreiner},Lupoli Roland,1,3950,{1530852},{lupoli_roland},5207
Reiner Richter,{222137},{reiner},Lyn Cook,1,22539,{3373879},{lynwithapony},28
jansson,{1530557},{jansson},Malcolm Kurtz,1,424,,,185
chenhanlin,{2376835},{chenhanlin},manassas,1,27,{2379040},{manassas},109
Cin-Ty Lee,{553242},{cintylee},manassas,1,2667,{2379040},{manassas},109
Lawrence Troup,{1493025},{lawrencetroup},manassas,1,275,{2379040},{manassas},109
teresap,{479865},{teresap},manassas,1,348,{2379040},{manassas},109
Katja Schulz,{3785},{treegrow},Manuel J. Gomez,1,1431,{1102463},{mjgommo},857
Jeremy Barker,{464262},{jeremybarker},Manuel J. Gomez,1,2681,{1102463},{mjgommo},857
Jonathan Newman,{1420308},{antshrike69},Manuel J. Gomez,1,657,{1102463},{mjgommo},857
turnercichlid,{404365},{turnercichlid},Manuel J. Gomez,1,111,{1102463},{mjgommo},857
Tim,,,Marco Selis,1,3412,{2342752},{marco_selis},158
mobbini,{1409524},{mobbini},Maria Emília Martins,1,2272,,,612
Denis Makhnovsky,{973677},{denis_m},Maria Emília Martins,1,1346,,,612
Pablo Fraire,{1364542},{pablof},Maria Emília Martins,1,1086,,,612
Alexis,,,Marina Gorbunova,1,11452,,,7546
Соколков Юрий Павлович,{1467478},{sokolkov2002},Marina Gorbunova,1,4904,,,7546
Tim,,,Marina Gorbunova,1,3412,,,7546
Chris Motherwell,{448796},{cmotherwell},Mark Apgar,1,117,{18701},{apgarm},4681
teresap,{479865},{teresap},Mark Apgar,1,348,{18701},{apgarm},4681
kevin_cheng,{528996},{kevin_cheng},Mark Apgar,1,372,{18701},{apgarm},4681
Dave Holland,{1305207},{dave_holland},Mark Apgar,1,4166,{18701},{apgarm},4681
Frank Izaguirre,{154438},{birdizlife},Mark Apgar,1,2251,{18701},{apgarm},4681
Daniel McClosky,{755672},{ddennism},Mark Apgar,1,572,{18701},{apgarm},4681
Victor W Fazio III,{13444},{vicfazio3},Mark Apgar,1,7523,{18701},{apgarm},4681
Erik Attaway,{151498},{eattaway92},Mark Apgar,1,1261,{18701},{apgarm},4681
David Bygott,{1626},{davidbygott},Mark Apgar,1,2322,{18701},{apgarm},4681
Thomas Mesaglio,{1138587},{thebeachcomber},Mark Calabretta,1,2327,{747963},{marcalet},122
Will Cornwell,{45978},{wcornwell},Mark Calabretta,1,160,{747963},{marcalet},122
Michael Price,,,Mark Fishbein,1,1475,{442526},{milkweedguy},2911
Bobby McCabe,{516268},{bobby23},Mark Fishbein,1,1081,{442526},{milkweedguy},2911
Katja Schulz,{3785},{treegrow},Mark Fishbein,1,1431,{442526},{milkweedguy},2911
Jonathan Newman,{1420308},{antshrike69},Mark Fishbein,1,657,{442526},{milkweedguy},2911
C. Mallory,{275891},{psyllidhipster},Mark Fishbein,1,2377,{442526},{milkweedguy},2911
