date,centergeojson,n_geoms,std_dist_km
2019-03-26,"{""type"":""Point"",""coordinates"":[29.29572773,40.937229156]}",2,1.8314065630706813e-08
2019-06-16,"{""type"":""Point"",""coordinates"":[29.228092194,41.024318695]}",1,
2019-06-23,"{""type"":""Point"",""coordinates"":[29.295965195,40.937389374]}",1,
