user_id,user_login,observed_on,time_observed_at,created_at,updated_at,lon,lat,positional_accuracy,land_cover,place_guess,quality_grade,common_name,scientific_name,iconic_taxon_name,taxon_id,url,image_url
1555067,cemilkaragz,Sun Jun 23 2019 09:09:13 GMT+0300 (GMT+3),2019-06-23 06:09:13,2019-06-23 06:09:55,2019-11-13 23:23:59,29.29596519470215,40.9373893737793,32,Urban and built-up lands,"Esttambul Sitesi Yolu 13/3, Pendik, İstanbul, TR",needs_id,dicots,Magnoliopsida,Plantae,47124,https://www.inaturalist.org/observations/27486678,https://static.inaturalist.org/photos/42773691/medium.jpg?1561270198
1555067,cemilkaragz,Tue Mar 26 2019 18:19:32 GMT+0300 (GMT+3),2019-03-26 16:19:32,2019-03-26 16:20:31,2019-10-07 15:12:10,29.295536041259766,40.93707275390625,65,Urban and built-up lands,"Esttambul Sitesi Yolu, Pendik, İstanbul, TR",casual,Domestic Cat,Felis catus,Mammalia,118552,https://www.inaturalist.org/observations/21631406,https://static.inaturalist.org/photos/33488086/medium.jpg?1553613641
1555067,cemilkaragz,Tue Mar 26 2019 19:49:33 GMT+0300 (GMT+3),2019-03-26 17:49:33,2019-03-26 17:50:09,2019-06-16 14:53:56,29.29591941833496,40.93738555908203,30,Urban and built-up lands,"Esttambul Sitesi Yolu 13/3, Pendik, İstanbul, TR",casual,Moth orchids,Phalaenopsis,Plantae,140477,https://www.inaturalist.org/observations/21634095,https://static.inaturalist.org/photos/33492394/medium.jpg?1553619019
1555067,cemilkaragz,Sun Jun 16 2019 15:53:14 GMT+0300 (GMT+3),2019-06-16 12:53:14,2019-06-16 12:53:41,2019-06-16 12:53:48,29.228092193603516,41.02431869506836,65,Urban and built-up lands,"Vatan Caddesi 9, Çekmeköy, İstanbul, TR",needs_id,hydrangeas,Hydrangea,Plantae,83157,https://www.inaturalist.org/observations/27083265,https://static.inaturalist.org/photos/42102157/medium.jpg?1560689625
