date,centergeojson,n_geoms,std_dist_km
2019-02-17,"{""type"":""Point"",""coordinates"":[-90.828377433,14.610271827]}",23,5.080555928864303
2019-02-26,"{""type"":""Point"",""coordinates"":[-75.334753672,41.135953903]}",6,0.09528537996523871
2019-02-28,"{""type"":""Point"",""coordinates"":[-75.393051147,40.962747574]}",2,1.7368614369294137e-05
2019-03-14,"{""type"":""Point"",""coordinates"":[-75.217803955,41.062988281]}",1,
2019-03-15,"{""type"":""Point"",""coordinates"":[-75.215583801,41.059457779]}",4,0.07523530264711505
2019-03-17,"{""type"":""Point"",""coordinates"":[-75.673594548,41.429661677]}",13,4.600737587169683
2019-03-20,"{""type"":""Point"",""coordinates"":[-75.264337328,41.134273105]}",9,0.10055350473794106
2019-03-24,"{""type"":""Point"",""coordinates"":[-75.704364174,41.56802589]}",19,0.07573631866018357
2019-03-27,"{""type"":""Point"",""coordinates"":[-75.309139797,41.038095202]}",7,0.17486216567485882
2019-03-28,"{""type"":""Point"",""coordinates"":[-75.259832764,41.03756485]}",5,0.09958105541361749
2019-03-29,"{""type"":""Point"",""coordinates"":[-75.646324158,41.408363342]}",1,
2019-03-30,"{""type"":""Point"",""coordinates"":[-75.58932724,41.49189949]}",10,3.302787912338523
2019-04-04,"{""type"":""Point"",""coordinates"":[-75.27590665,41.135049647]}",11,0.23519150459365645
2019-04-06,"{""type"":""Point"",""coordinates"":[-75.646602631,41.408313751]}",2,7.071067768891266e-12
2019-04-07,"{""type"":""Point"",""coordinates"":[-75.622962952,41.4276602]}",9,3.222992930950379
2019-04-10,"{""type"":""Point"",""coordinates"":[-75.179294586,40.970877409]}",16,0.14440845505534153
2019-04-11,"{""type"":""Point"",""coordinates"":[-75.49797821,40.976021576]}",10,0.0903945267267235
2019-04-14,"{""type"":""Point"",""coordinates"":[-75.572854614,41.512334442]}",5,0.03720875513181571
2019-04-17,"{""type"":""Point"",""coordinates"":[-75.192176819,40.981911182]}",8,2.632255045623728
2019-04-18,"{""type"":""Point"",""coordinates"":[-75.323246765,41.107493591]}",10,10.554628065840468
2019-04-19,"{""type"":""Point"",""coordinates"":[-75.57276447,41.512891623]}",13,0.09270402846570404
2019-04-20,"{""type"":""Point"",""coordinates"":[-75.646530151,41.40838623]}",1,
2019-04-24,"{""type"":""Point"",""coordinates"":[-75.217591604,41.060033162]}",6,0.07438895040256775
2019-04-29,"{""type"":""Point"",""coordinates"":[-75.645999908,41.408266068]}",2,7.566042556676244e-10
2019-04-30,"{""type"":""Point"",""coordinates"":[-75.641143799,41.401588985]}",7,0.017650104716238377
2019-05-01,"{""type"":""Point"",""coordinates"":[-75.307791029,41.03575543]}",14,0.04404612358292669
2019-05-02,"{""type"":""Point"",""coordinates"":[-75.260284901,41.136637568]}",32,0.10032684901334814
2019-05-03,"{""type"":""Point"",""coordinates"":[-75.646530151,41.408370972]}",3,0.004109347945604511
2019-05-04,"{""type"":""Point"",""coordinates"":[-75.336829503,41.06813844]}",12,12.02525445399587
2019-05-06,"{""type"":""Point"",""coordinates"":[-75.645931244,41.408327103]}",2,3.938584771514662e-08
2019-05-07,"{""type"":""Point"",""coordinates"":[-75.64638265,41.408280691]}",3,0.010003552869840338
2019-05-08,"{""type"":""Point"",""coordinates"":[-75.361487777,41.15370263]}",27,9.446567835650741
2019-05-09,"{""type"":""Point"",""coordinates"":[-75.182557678,40.972733307]}",5,0.04248759512955508
2019-05-11,"{""type"":""Point"",""coordinates"":[-75.646495819,41.408428192]}",2,7.0710683969282494e-12
2019-05-15,"{""type"":""Point"",""coordinates"":[-75.337019602,41.132622401]}",6,0.19264920458695825
2019-05-16,"{""type"":""Point"",""coordinates"":[-75.082033355,41.276131466]}",29,1.1228418314677302
2019-05-17,"{""type"":""Point"",""coordinates"":[-75.544565201,41.363079071]}",8,9.158626838934333
2019-05-18,"{""type"":""Point"",""coordinates"":[-75.71212283,41.566163265]}",33,3.108154230920513
2019-05-19,"{""type"":""Point"",""coordinates"":[-75.646430969,41.408241272]}",1,
2019-05-20,"{""type"":""Point"",""coordinates"":[-75.646405538,41.408318837]}",3,0.0013818272671075767
2019-05-21,"{""type"":""Point"",""coordinates"":[-75.643104553,41.411273956]}",1,
2019-05-22,"{""type"":""Point"",""coordinates"":[-75.353074392,41.113361359]}",6,11.178765816978006
2019-05-23,"{""type"":""Point"",""coordinates"":[-75.218313694,41.060225248]}",16,0.061193585673968064
2019-05-24,"{""type"":""Point"",""coordinates"":[-75.574639571,41.50995114]}",19,0.3587152355036586
2019-05-25,"{""type"":""Point"",""coordinates"":[-75.610456467,41.372946739]}",12,11.875725143078066
2019-05-26,"{""type"":""Point"",""coordinates"":[-75.646568298,41.40839386]}",1,
2019-05-27,"{""type"":""Point"",""coordinates"":[-75.26544411,41.012041277]}",31,16.418291949218283
2019-05-28,"{""type"":""Point"",""coordinates"":[-75.646514893,41.408245087]}",1,
2019-05-29,"{""type"":""Point"",""coordinates"":[-75.330585133,41.137464697]}",11,0.019247187594815786
2019-05-30,"{""type"":""Point"",""coordinates"":[-77.068135071,41.066730499]}",5,0.0026106011795856403
2019-05-31,"{""type"":""Point"",""coordinates"":[-81.245928544,40.080173933]}",26,96.76345101619962
2019-06-01,"{""type"":""Point"",""coordinates"":[-84.850411808,39.797274758]}",68,0.04324814610981518
2019-06-02,"{""type"":""Point"",""coordinates"":[-84.850232442,39.797799269]}",48,0.01756483645792012
2019-06-03,"{""type"":""Point"",""coordinates"":[-84.850287186,39.797723871]}",19,0.006985594675104441
2019-06-04,"{""type"":""Point"",""coordinates"":[-84.607300688,39.805773404]}",95,1.6492504587202301
2019-06-05,"{""type"":""Point"",""coordinates"":[-84.32839467,39.81592193]}",26,0.10408966581717385
2019-06-06,"{""type"":""Point"",""coordinates"":[-84.328072357,39.815339279]}",40,0.12033704638188518
2019-06-07,"{""type"":""Point"",""coordinates"":[-84.334252097,39.803963806]}",66,0.3865365843058907
2019-06-08,"{""type"":""Point"",""coordinates"":[-80.534379747,40.136580644]}",54,92.77856891306655
2019-06-09,"{""type"":""Point"",""coordinates"":[-78.995031357,40.346641541]}",8,51.807559101623546
2019-06-11,"{""type"":""Point"",""coordinates"":[-75.646446228,41.408367157]}",5,0.0038156579294857883
2019-06-12,"{""type"":""Point"",""coordinates"":[-75.515332794,41.018480301]}",10,12.565216077662077
2019-06-13,"{""type"":""Point"",""coordinates"":[-75.368003845,41.018447876]}",1,
2019-06-14,"{""type"":""Point"",""coordinates"":[-75.638594799,41.402042682]}",39,0.22237383212834022
2019-06-15,"{""type"":""Point"",""coordinates"":[-75.545372943,41.36841809]}",49,2.889606103246345
2019-06-16,"{""type"":""Point"",""coordinates"":[-75.601879883,41.363723755]}",5,0.029721859448325345
2019-06-19,"{""type"":""Point"",""coordinates"":[-75.277651469,41.042936961]}",3,1.532141769135802
2019-06-20,"{""type"":""Point"",""coordinates"":[-75.269179208,40.91317967]}",7,0.1793109371232907
2019-06-21,"{""type"":""Point"",""coordinates"":[-75.646400452,41.408354441]}",3,0.003702206313598502
2019-06-22,"{""type"":""Point"",""coordinates"":[-75.631899217,41.391948476]}",17,0.6152703945646886
2019-06-23,"{""type"":""Point"",""coordinates"":[-75.64655304,41.408599854]}",3,0.011042055541342731
2019-06-24,"{""type"":""Point"",""coordinates"":[-75.648089939,41.403909895]}",9,0.5684528790258384
2019-06-26,"{""type"":""Point"",""coordinates"":[-75.344177984,41.136472887]}",31,0.0731455297952783
2019-06-27,"{""type"":""Point"",""coordinates"":[-75.245707119,40.926656162]}",34,0.10420661196331495
2019-06-28,"{""type"":""Point"",""coordinates"":[-75.423946239,41.021353828]}",27,8.814934281665588
2019-06-29,"{""type"":""Point"",""coordinates"":[-75.57476759,41.511486769]}",16,0.029174086126881733
2019-06-30,"{""type"":""Point"",""coordinates"":[-75.62833677,41.390123912]}",14,0.7535178010114804
2019-07-01,"{""type"":""Point"",""coordinates"":[-75.646413167,41.408330282]}",6,0.010944187034306689
2019-07-02,"{""type"":""Point"",""coordinates"":[-75.64641571,41.408275604]}",1,
2019-07-03,"{""type"":""Point"",""coordinates"":[-75.534826373,41.259930261]}",101,3.018285920713521
2019-07-05,"{""type"":""Point"",""coordinates"":[-75.667037964,41.414110184]}",2,1.555634921716818e-10
2019-07-07,"{""type"":""Point"",""coordinates"":[-75.617583847,41.379073143]}",20,0.9161937162852232
2019-07-08,"{""type"":""Point"",""coordinates"":[-75.646278381,41.408226013]}",1,
2019-07-09,"{""type"":""Point"",""coordinates"":[-75.646311442,41.408190409]}",3,0.006090632290873253
2019-07-10,"{""type"":""Point"",""coordinates"":[-75.37887546,41.153526715]}",28,13.462261884951745
2019-07-12,"{""type"":""Point"",""coordinates"":[-75.646413422,41.408327866]}",10,0.00406386524861389
2019-07-13,"{""type"":""Point"",""coordinates"":[-75.638990493,41.403539567]}",21,0.17826116474651782
2019-07-14,"{""type"":""Point"",""coordinates"":[-75.616939969,41.357526709]}",27,5.996549119241863
2019-07-16,"{""type"":""Point"",""coordinates"":[-75.64362784,41.451438006]}",17,1.4212064584570998
2019-07-17,"{""type"":""Point"",""coordinates"":[-75.217834473,41.057769775]}",1,
2019-07-18,"{""type"":""Point"",""coordinates"":[-75.261160533,41.140398026]}",12,0.18652912318395487
2019-07-19,"{""type"":""Point"",""coordinates"":[-75.46069675,41.087178972]}",27,3.545100991091908
2019-07-20,"{""type"":""Point"",""coordinates"":[-75.646247864,41.408374786]}",2,3.535534198464125e-11
2019-07-23,"{""type"":""Point"",""coordinates"":[-75.646287918,41.408305168]}",4,0.0066043574447474185
2019-07-24,"{""type"":""Point"",""coordinates"":[-75.924067064,40.794024554]}",22,10.907259681792818
2019-07-25,"{""type"":""Point"",""coordinates"":[-75.218136787,41.057580471]}",8,0.00868894297821671
2019-07-26,"{""type"":""Point"",""coordinates"":[-75.191650391,39.955692291]}",2,0
2019-07-27,"{""type"":""Point"",""coordinates"":[-77.041319275,39.038922119]}",10,0.648511077857974
2019-07-28,"{""type"":""Point"",""coordinates"":[-76.990869795,39.108405794]}",14,18.27384977038753
2019-07-29,"{""type"":""Point"",""coordinates"":[-75.646453857,41.408306122]}",2,9.758073583873644e-10
2019-07-30,"{""type"":""Point"",""coordinates"":[-75.646408081,41.408473969]}",1,
2019-07-31,"{""type"":""Point"",""coordinates"":[-75.237653097,41.135601044]}",3,0.5451762732860462
2019-08-01,"{""type"":""Point"",""coordinates"":[-75.273757324,41.006854248]}",25,3.9559613454767173
2019-08-02,"{""type"":""Point"",""coordinates"":[-75.646438599,41.40819931]}",1,
2019-08-03,"{""type"":""Point"",""coordinates"":[-75.460430908,40.945461655]}",10,68.15130260199952
2019-08-04,"{""type"":""Point"",""coordinates"":[-74.79018631,39.114076505]}",70,2.002792135330809
2019-08-05,"{""type"":""Point"",""coordinates"":[-74.807107022,39.105392356]}",38,5.587700651062331
2019-08-06,"{""type"":""Point"",""coordinates"":[-74.714387894,39.095434904]}",16,0.09522466100390647
2019-08-07,"{""type"":""Point"",""coordinates"":[-74.751681519,39.05825119]}",40,1.150576904345542
2019-08-08,"{""type"":""Point"",""coordinates"":[-74.927189128,38.977033488]}",15,6.613798947612079
2019-08-09,"{""type"":""Point"",""coordinates"":[-58.292420524,38.131656828]}",21,2985.483040342588
2019-08-10,"{""type"":""Point"",""coordinates"":[-75.646432241,41.408369064]}",6,0.004718919085939566
2019-08-11,"{""type"":""Point"",""coordinates"":[-75.646369934,41.408283234]}",1,
2019-08-12,"{""type"":""Point"",""coordinates"":[-75.645585196,41.404970987]}",7,0.06796403116465667
2019-08-13,"{""type"":""Point"",""coordinates"":[-75.646564484,41.408384323]}",4,0.002793110402685593
2019-08-14,"{""type"":""Point"",""coordinates"":[-75.247498456,40.961029801]}",51,0.3385862330062022
2019-08-16,"{""type"":""Point"",""coordinates"":[-75.646484375,41.408403397]}",4,0.002548729527491462
2019-08-17,"{""type"":""Point"",""coordinates"":[-75.232640457,41.320709705]}",40,2.591736855267536
2019-08-18,"{""type"":""Point"",""coordinates"":[-75.216323853,41.314097159]}",35,0.4504805136313737
2019-08-19,"{""type"":""Point"",""coordinates"":[-75.636978149,41.402477264]}",5,0.02746368324659534
2019-08-20,"{""type"":""Point"",""coordinates"":[-75.681867327,41.433906555]}",7,4.267560497609895
2019-08-21,"{""type"":""Point"",""coordinates"":[-75.321632385,41.129175186]}",16,10.163314225305543
2019-08-22,"{""type"":""Point"",""coordinates"":[-75.614975993,41.457840729]}",15,1.8274678668405522
2019-08-23,"{""type"":""Point"",""coordinates"":[-75.642636226,41.415928474]}",13,0.24360561930149924
2019-08-24,"{""type"":""Point"",""coordinates"":[-75.581340027,41.499532209]}",35,3.015852627410769
2019-08-25,"{""type"":""Point"",""coordinates"":[-75.646385193,41.408401489]}",2,1.4142135600586228e-10
2019-08-26,"{""type"":""Point"",""coordinates"":[-75.640506744,41.4193573]}",4,0.04703212218855271
2019-08-27,"{""type"":""Point"",""coordinates"":[-75.646362305,41.408391317]}",3,0.004897557447840027
2019-08-29,"{""type"":""Point"",""coordinates"":[-75.390758514,41.01505394]}",10,0.600725681069085
2019-08-30,"{""type"":""Point"",""coordinates"":[-75.870071411,41.280891418]}",3,13.577205789985905
2019-08-31,"{""type"":""Point"",""coordinates"":[-79.134546407,41.250192091]}",45,29.939916747091818
2019-09-01,"{""type"":""Point"",""coordinates"":[-79.096382977,41.489608503]}",73,0.369299399000461
2019-09-02,"{""type"":""Point"",""coordinates"":[-79.112146105,41.52123642]}",14,0.037835912956413184
2019-09-03,"{""type"":""Point"",""coordinates"":[-75.646297455,41.408456802]}",2,1.6051323929588721e-09
2019-09-04,"{""type"":""Point"",""coordinates"":[-75.217898051,41.057799021]}",3,0.020134092559686883
2019-09-05,"{""type"":""Point"",""coordinates"":[-75.407275905,40.889940096]}",92,3.1858917572155354
2019-09-06,"{""type"":""Point"",""coordinates"":[-75.646430969,41.408344269]}",1,
2019-09-07,"{""type"":""Point"",""coordinates"":[-75.601547241,41.364227295]}",1,
2019-09-09,"{""type"":""Point"",""coordinates"":[-75.899871826,41.264461517]}",1,
2019-09-11,"{""type"":""Point"",""coordinates"":[-75.320803716,41.130282475]}",13,3.00319129439491
2019-09-12,"{""type"":""Point"",""coordinates"":[-75.330120087,41.138034821]}",2,5.812417739942618e-09
2019-09-13,"{""type"":""Point"",""coordinates"":[-75.888415473,41.250035967]}",28,0.04004309364222923
2019-09-15,"{""type"":""Point"",""coordinates"":[-75.373631069,41.384690875]}",42,6.977650212240043
2019-09-18,"{""type"":""Point"",""coordinates"":[-75.232115081,41.121392337]}",99,0.25240063020658227
2019-09-19,"{""type"":""Point"",""coordinates"":[-75.348911188,40.993005019]}",39,5.299720019699108
2019-09-20,"{""type"":""Point"",""coordinates"":[-75.735414842,41.45585206]}",17,7.80275509770442
2019-09-22,"{""type"":""Point"",""coordinates"":[-75.781353877,41.268866319]}",26,5.825607190208534
2019-09-24,"{""type"":""Point"",""coordinates"":[-75.654289246,41.411785126]}",1,
2019-09-25,"{""type"":""Point"",""coordinates"":[-74.803989683,41.335827146]}",28,0.13796592376314648
2019-09-27,"{""type"":""Point"",""coordinates"":[-75.699108417,41.497574439]}",13,0.013922518146977926
2019-09-28,"{""type"":""Point"",""coordinates"":[-75.574549357,41.50965627]}",3,0.24477231936164404
2019-10-01,"{""type"":""Point"",""coordinates"":[-75.646362305,41.408285141]}",2,1.4849242377475357e-10
2019-10-02,"{""type"":""Point"",""coordinates"":[-75.454953671,41.013810039]}",32,1.486765403775173
2019-10-03,"{""type"":""Point"",""coordinates"":[-75.332248688,41.135372162]}",2,2.418467826189813e-06
2019-10-05,"{""type"":""Point"",""coordinates"":[-75.573372735,41.511207581]}",9,0.020221612561915063
2019-10-06,"{""type"":""Point"",""coordinates"":[-75.714073181,41.558822632]}",24,0.09078630224541209
2019-10-09,"{""type"":""Point"",""coordinates"":[-75.412305355,41.080119212]}",48,5.076354034366247
2019-10-11,"{""type"":""Point"",""coordinates"":[-75.699720595,41.497312334]}",9,0.06571655071349106
2019-10-16,"{""type"":""Point"",""coordinates"":[-75.500919088,40.976993052]}",15,0.16005296702453803
2019-10-19,"{""type"":""Point"",""coordinates"":[-75.188049316,40.973957062]}",1,
2019-10-24,"{""type"":""Point"",""coordinates"":[-75.333835125,40.965053558]}",16,3.792571433693506
2019-10-30,"{""type"":""Point"",""coordinates"":[-75.185371399,40.973209381]}",2,1.0904293665003072e-07
2019-11-01,"{""type"":""Point"",""coordinates"":[-75.899627686,41.264537811]}",1,
2019-11-03,"{""type"":""Point"",""coordinates"":[-75.667366028,41.415370941]}",1,
2019-11-06,"{""type"":""Point"",""coordinates"":[-75.338148117,41.136463165]}",16,0.20032462870667447
2019-11-10,"{""type"":""Point"",""coordinates"":[-75.460095215,41.243538666]}",5,4.218478957320622
2019-11-11,"{""type"":""Point"",""coordinates"":[-75.637617493,41.411433411]}",10,2.6540165386395316
2019-11-17,"{""type"":""Point"",""coordinates"":[-75.344865417,41.138179016]}",5,0.059807811544209125
2019-11-20,"{""type"":""Point"",""coordinates"":[-75.450065164,41.089931264]}",17,3.162698978499276
2019-11-21,"{""type"":""Point"",""coordinates"":[-75.448176066,41.08049647]}",9,0.08339223033669409
2019-11-24,"{""type"":""Point"",""coordinates"":[-75.681995392,41.392677307]}",2,3.4174470733675656e-08
2019-11-27,"{""type"":""Point"",""coordinates"":[-78.184822083,40.72284317]}",1,
2019-11-28,"{""type"":""Point"",""coordinates"":[-79.253053938,40.246889387]}",7,0.01294971812227427
2019-11-29,"{""type"":""Point"",""coordinates"":[-79.253343201,40.245730591]}",5,0.00817611226466055
2019-12-08,"{""type"":""Point"",""coordinates"":[-75.637851715,41.403770447]}",2,8.188932922171852e-07
2019-12-18,"{""type"":""Point"",""coordinates"":[-75.20174408,41.070243835]}",1,
2019-12-19,"{""type"":""Point"",""coordinates"":[-75.283725739,41.147926331]}",2,1.6687720009947825e-09
2019-12-22,"{""type"":""Point"",""coordinates"":[-75.636777878,41.402840614]}",4,0.02008512206329909
2019-12-26,"{""type"":""Point"",""coordinates"":[-75.636632919,41.402690887]}",4,0.010726218755481404
2019-12-27,"{""type"":""Point"",""coordinates"":[-77.158668518,41.052471161]}",1,
2019-12-28,"{""type"":""Point"",""coordinates"":[-82.669090271,39.939949036]}",2,0.18131034188341175
2019-12-29,"{""type"":""Point"",""coordinates"":[-84.326522827,39.815179825]}",2,1.2727922059368717e-09
2019-12-30,"{""type"":""Point"",""coordinates"":[-84.850542704,39.797738393]}",3,0.034196644818981506
