date,count_ids
2019-01-04,1
2019-01-05,1
2019-01-17,3
2019-01-23,1
2019-01-25,2
2019-01-29,1
2019-02-06,10
2019-02-07,1
2019-02-09,1
2019-02-10,3
2019-02-11,3
2019-02-13,2
2019-02-15,2
2019-02-18,1
2019-02-21,2
2019-02-26,3
2019-03-06,2
2019-03-08,2
2019-03-15,2
2019-03-17,3
2019-03-24,3
2019-03-27,2
2019-03-28,2
2019-03-29,1
2019-03-30,2
2019-04-02,1
2019-04-04,3
2019-04-05,1
2019-04-06,4
2019-04-07,3
2019-04-10,2
2019-04-11,3
2019-04-12,3
2019-04-14,4
2019-04-15,3
2019-04-16,3
2019-04-17,1
2019-04-18,4
2019-04-19,15
2019-04-20,3
2019-04-21,6
2019-04-23,4
2019-04-25,3
2019-04-26,2
2019-04-27,6
2019-04-28,5
2019-04-29,2
2019-04-30,1
2019-05-01,4
2019-05-02,5
2019-05-03,13
2019-05-04,15
2019-05-05,6
2019-05-06,1
2019-05-07,1
2019-05-08,12
2019-05-09,1
2019-05-10,1
2019-05-11,10
2019-05-13,20
2019-05-14,26
2019-05-15,3
2019-05-16,7
2019-05-17,6
2019-05-18,5
2019-05-19,18
2019-05-20,16
2019-05-21,8
2019-05-22,1
2019-05-23,7
2019-05-24,22
2019-05-25,20
2019-05-26,18
2019-05-27,14
2019-05-28,3
2019-05-29,11
2019-05-31,9
2019-06-01,16
2019-06-02,5
2019-06-04,9
2019-06-05,2
2019-06-06,7
2019-06-07,12
2019-06-08,5
2019-06-09,7
2019-06-10,4
2019-06-11,6
2019-06-12,4
2019-06-14,14
2019-06-15,16
2019-06-16,30
2019-06-17,9
2019-06-18,14
2019-06-19,1
2019-06-20,6
2019-06-21,6
2019-06-22,12
2019-06-23,4
2019-06-24,11
2019-06-25,4
2019-06-26,10
2019-06-27,19
2019-06-28,15
2019-06-29,14
2019-06-30,18
2019-07-01,6
2019-07-03,22
2019-07-04,8
2019-07-05,3
2019-07-06,10
2019-07-07,7
2019-07-08,5
2019-07-09,2
2019-07-10,10
2019-07-11,1
2019-07-12,6
2019-07-13,17
2019-07-14,8
2019-07-15,4
2019-07-16,11
2019-07-17,1
2019-07-18,7
2019-07-19,13
2019-07-20,26
2019-07-21,4
2019-07-22,1
2019-07-24,6
2019-07-25,9
2019-07-26,1
2019-07-27,3
2019-07-28,4
2019-07-29,2
2019-07-30,2
2019-07-31,17
2019-08-01,12
2019-08-02,3
2019-08-03,4
2019-08-04,14
2019-08-05,11
2019-08-06,5
2019-08-07,10
2019-08-08,4
2019-08-09,23
2019-08-10,9
2019-08-11,9
2019-08-12,8
2019-08-13,10
2019-08-14,22
2019-08-15,5
2019-08-16,21
2019-08-18,19
2019-08-19,3
2019-08-20,3
2019-08-21,5
2019-08-22,14
2019-08-23,5
2019-08-24,5
2019-08-25,48
2019-08-26,13
2019-08-27,7
2019-08-29,3
2019-08-30,6
2019-08-31,4
2019-09-01,24
2019-09-02,3
2019-09-03,6
2019-09-04,4
2019-09-05,33
2019-09-06,1
2019-09-07,3
2019-09-08,18
2019-09-09,5
2019-09-10,12
2019-09-11,15
2019-09-12,4
2019-09-13,30
2019-09-14,10
2019-09-15,18
2019-09-16,33
2019-09-17,9
2019-09-18,49
2019-09-19,25
2019-09-20,14
2019-09-21,27
2019-09-22,17
2019-09-23,14
2019-09-24,8
2019-09-25,12
2019-09-27,17
2019-09-28,10
2019-09-29,7
2019-09-30,3
2019-10-01,12
2019-10-02,14
2019-10-03,10
2019-10-04,3
2019-10-05,7
2019-10-06,9
2019-10-08,9
2019-10-09,21
2019-10-11,6
2019-10-12,3
2019-10-13,5
2019-10-14,2
2019-10-16,11
2019-10-17,4
2019-10-18,4
2019-10-19,3
2019-10-20,2
2019-10-21,8
2019-10-22,7
2019-10-23,4
2019-10-24,4
2019-10-25,6
2019-10-26,2
2019-10-27,7
2019-10-28,6
2019-10-29,4
2019-10-30,1
2019-10-31,2
2019-11-01,2
2019-11-02,9
2019-11-03,8
2019-11-04,6
2019-11-05,4
2019-11-06,4
2019-11-07,1
2019-11-08,4
2019-11-09,18
2019-11-10,16
2019-11-11,9
2019-11-13,1
2019-11-14,1
2019-11-15,19
2019-11-16,15
2019-11-17,5
2019-11-20,3
2019-11-21,3
2019-11-23,8
2019-11-24,4
2019-11-25,1
2019-11-26,8
2019-11-28,3
2019-11-29,2
2019-11-30,1
2019-12-01,3
2019-12-02,3
2019-12-03,5
2019-12-05,1
2019-12-06,2
2019-12-08,5
2019-12-09,5
2019-12-10,1
2019-12-11,6
2019-12-12,2
2019-12-13,5
2019-12-14,2
2019-12-15,12
2019-12-16,2
2019-12-17,5
2019-12-18,2
2019-12-19,2
2019-12-20,3
2019-12-21,14
2019-12-22,8
2019-12-23,11
2019-12-24,10
2019-12-25,2
2019-12-26,12
2019-12-27,7
2019-12-29,3
2019-12-30,12
