date,centergeojson,n_geoms,std_dist_km
2020-04-10,"{""type"":""Point"",""coordinates"":[-96.760930647,33.725048132]}",57,9.45626000338249
2020-04-15,"{""type"":""Point"",""coordinates"":[-96.791827263,33.072361885]}",47,0.2120289515903085
2020-04-19,"{""type"":""Point"",""coordinates"":[-96.798039754,33.078333113]}",9,0.3068965093945724
2020-04-21,"{""type"":""Point"",""coordinates"":[-96.830234528,33.1388134]}",10,1.9379224055324904
2020-04-23,"{""type"":""Point"",""coordinates"":[-96.539028002,33.098849089]}",23,4.341814644328875
2020-04-24,"{""type"":""Point"",""coordinates"":[-96.798788434,33.076335362]}",84,0.24737131284134992
2020-04-27,"{""type"":""Point"",""coordinates"":[-96.785827637,33.079948425]}",1,
2020-04-29,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",14,0
2020-04-30,"{""type"":""Point"",""coordinates"":[-96.670024763,33.049903107]}",70,1.3226685259412607
2020-05-01,"{""type"":""Point"",""coordinates"":[-96.660985506,33.032803756]}",13,0.2000606408650038
2020-05-02,"{""type"":""Point"",""coordinates"":[-96.761390686,33.097253418]}",5,3.9988058503650037
2020-05-03,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",13,0
2020-05-06,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",10,0
2020-05-07,"{""type"":""Point"",""coordinates"":[-96.659790039,33.161937714]}",4,4.8461016995716975
2020-05-09,"{""type"":""Point"",""coordinates"":[-96.808010599,33.141773639]}",46,2.161486300113226
2020-05-10,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",9,0
2020-05-11,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",22,0
2020-05-12,"{""type"":""Point"",""coordinates"":[-96.785854481,33.079938111]}",27,0.004454045727496518
2020-05-13,"{""type"":""Point"",""coordinates"":[-96.619205293,33.164266677]}",42,0.07146259795640002
2020-05-14,"{""type"":""Point"",""coordinates"":[-96.785840352,33.079940796]}",6,0.0037934779467343575
2020-05-15,"{""type"":""Point"",""coordinates"":[-96.923538208,33.106969643]}",20,1.955021135674146
2020-05-17,"{""type"":""Point"",""coordinates"":[-96.678101434,33.107858022]}",9,2.173300738154115
2020-05-18,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",5,0
2020-05-20,"{""type"":""Point"",""coordinates"":[-96.799076875,33.077598492]}",48,0.16563372407665203
2020-05-22,"{""type"":""Point"",""coordinates"":[-96.016423261,33.71120905]}",27,21.325555736419936
2020-05-24,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",1,
2020-05-28,"{""type"":""Point"",""coordinates"":[-96.97435629,33.062265067]}",29,4.219953695089356
2020-05-29,"{""type"":""Point"",""coordinates"":[-96.961340873,33.062163937]}",31,0.3148441786487661
2020-05-30,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",1,
2020-06-06,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",1,
2020-06-12,"{""type"":""Point"",""coordinates"":[-111.36882019,33.314956665]}",1,
2020-06-19,"{""type"":""Point"",""coordinates"":[-97.033878114,33.39374023]}",36,0.7967189854477977
2020-06-26,"{""type"":""Point"",""coordinates"":[-96.785850525,33.079959869]}",17,0
2020-06-27,"{""type"":""Point"",""coordinates"":[-96.976965381,33.063574637]}",31,0.09970588589429036
2020-07-02,"{""type"":""Point"",""coordinates"":[-96.899559021,33.132461548]}",17,0
2020-07-03,"{""type"":""Point"",""coordinates"":[-96.785851615,33.079960959]}",7,0.00029880659104044563
2020-07-05,"{""type"":""Point"",""coordinates"":[-96.785873413,33.079921722]}",17,0
2020-07-06,"{""type"":""Point"",""coordinates"":[-96.785873413,33.079921722]}",18,0
2020-07-07,"{""type"":""Point"",""coordinates"":[-96.798933732,33.066837411]}",76,2.091156729850964
2020-07-08,"{""type"":""Point"",""coordinates"":[-97.679001872,33.118778737]}",15,305.1014477704422
2020-07-10,"{""type"":""Point"",""coordinates"":[-96.73551178,33.120092392]}",2,0.0003418668388316759
2020-07-12,"{""type"":""Point"",""coordinates"":[-96.698245457,33.10597338]}",14,3.778560535688016
2020-07-14,"{""type"":""Point"",""coordinates"":[-96.690376282,33.112651189]}",12,3.3903215264824653
2020-07-15,"{""type"":""Point"",""coordinates"":[-96.814056396,33.159030914]}",34,0
2020-07-17,"{""type"":""Point"",""coordinates"":[-96.798414817,33.077090117]}",52,0.0835334215783412
2020-07-18,"{""type"":""Point"",""coordinates"":[-96.977607727,33.062923431]}",32,0
2020-07-20,"{""type"":""Point"",""coordinates"":[-103.371105194,31.410749435]}",2,6.779275248876272e-05
2020-07-21,"{""type"":""Point"",""coordinates"":[-106.341687654,32.610249068]}",19,28.189954572003543
2020-07-22,"{""type"":""Point"",""coordinates"":[-106.502121449,31.873701572]}",32,10.259039570268614
2020-07-25,"{""type"":""Point"",""coordinates"":[-96.663617885,33.040415094]}",47,0.04534747067361875
2020-07-29,"{""type"":""Point"",""coordinates"":[-96.680218288,33.101508004]}",7,1.9290234776532968
2020-07-30,"{""type"":""Point"",""coordinates"":[-96.656606886,33.027118683]}",18,0.07314335820268944
2020-07-31,"{""type"":""Point"",""coordinates"":[-96.998095772,33.072677439]}",22,0.6981132779357491
2020-08-01,"{""type"":""Point"",""coordinates"":[-96.630354459,33.068108043]}",61,5.022282924592765
2020-08-02,"{""type"":""Point"",""coordinates"":[-96.701260158,33.075083051]}",7,3.7354160947960664
2020-08-03,"{""type"":""Point"",""coordinates"":[-96.658470154,33.097049713]}",1,
2020-08-07,"{""type"":""Point"",""coordinates"":[-96.719940186,33.103250122]}",10,3.409752558387441
2020-08-08,"{""type"":""Point"",""coordinates"":[-96.794952393,33.184333801]}",1,
2020-08-09,"{""type"":""Point"",""coordinates"":[-96.98844536,33.06110203]}",49,0.11657284140687087
2020-08-11,"{""type"":""Point"",""coordinates"":[-96.711561584,33.099256134]}",10,3.6208313543944035
2020-08-13,"{""type"":""Point"",""coordinates"":[-96.685375849,33.092599869]}",12,2.9601641500308338
2020-08-14,"{""type"":""Point"",""coordinates"":[-96.705986532,33.117761739]}",15,2.933122242763485
2020-08-15,"{""type"":""Point"",""coordinates"":[-96.695127215,33.081377847]}",7,3.4072868684151834
2020-08-16,"{""type"":""Point"",""coordinates"":[-96.694120407,33.089672724]}",12,2.9153224066212755
2020-08-17,"{""type"":""Point"",""coordinates"":[-96.654564491,33.257161067]}",13,0.021453118371992482
2020-08-18,"{""type"":""Point"",""coordinates"":[-96.691640966,33.099121543]}",17,3.835324214718851
2020-08-19,"{""type"":""Point"",""coordinates"":[-96.722936742,33.089000814]}",34,3.2946505583460897
2020-08-20,"{""type"":""Point"",""coordinates"":[-96.625482949,33.158051727]}",93,2.5538311758147687
2020-08-21,"{""type"":""Point"",""coordinates"":[-96.614618486,33.159131142]}",62,0.21563090709674645
2020-08-22,"{""type"":""Point"",""coordinates"":[-96.71300605,33.095275018]}",31,3.0654012222066416
2020-08-23,"{""type"":""Point"",""coordinates"":[-96.615692139,33.194301605]}",1,
2020-08-24,"{""type"":""Point"",""coordinates"":[-111.368850708,33.314975739]}",1,
2020-08-25,"{""type"":""Point"",""coordinates"":[-96.723063151,33.145913442]}",3,3.234265855340383
2020-08-29,"{""type"":""Point"",""coordinates"":[-96.710635594,33.097719828]}",21,3.1933022517384013
2020-08-30,"{""type"":""Point"",""coordinates"":[-96.682613373,33.145071983]}",4,2.7926598419165924
2020-09-06,"{""type"":""Point"",""coordinates"":[-96.388616822,33.194897348]}",88,9.0358901104292
2020-09-07,"{""type"":""Point"",""coordinates"":[-96.799091979,33.134656741]}",173,3.416408197009971
2020-09-08,"{""type"":""Point"",""coordinates"":[-96.628940366,32.996826772]}",159,3.584600169833569
2020-09-09,"{""type"":""Point"",""coordinates"":[-96.794422428,33.081723043]}",151,2.110332109905331
2020-09-10,"{""type"":""Point"",""coordinates"":[-96.299067625,33.275427356]}",97,0.4004667793143547
2020-09-11,"{""type"":""Point"",""coordinates"":[-96.664088004,33.05251127]}",70,3.823356978869329
2020-09-12,"{""type"":""Point"",""coordinates"":[-96.672252745,33.04215685]}",127,3.0239307731834724
2020-09-13,"{""type"":""Point"",""coordinates"":[-96.67972819,33.042168935]}",3,0.8699128137228019
2020-09-17,"{""type"":""Point"",""coordinates"":[-96.244797516,33.303654099]}",10,0.22070319303576386
2020-09-19,"{""type"":""Point"",""coordinates"":[-96.70669625,33.09418002]}",33,3.6978228959938457
2020-09-20,"{""type"":""Point"",""coordinates"":[-96.784876506,33.074622967]}",27,3.7134714078354225
2020-09-21,"{""type"":""Point"",""coordinates"":[-96.672523499,33.057792664]}",1,
2020-09-24,"{""type"":""Point"",""coordinates"":[-96.974845886,33.065860748]}",3,0.008660380801555716
2020-09-25,"{""type"":""Point"",""coordinates"":[-96.791999817,33.086071014]}",1,
2020-09-26,"{""type"":""Point"",""coordinates"":[-96.71194458,33.081082662]}",3,2.6634299543795255
2020-10-01,"{""type"":""Point"",""coordinates"":[-96.701690674,33.112660408]}",4,1.6312590007823498
2020-10-02,"{""type"":""Point"",""coordinates"":[-96.701258977,33.099855105]}",12,2.7195016189885894
2020-10-03,"{""type"":""Point"",""coordinates"":[-96.683984644,33.072668188]}",17,3.5237291708129477
2020-10-04,"{""type"":""Point"",""coordinates"":[-96.790959676,33.08339564]}",3,3.8509980096149397
2020-10-06,"{""type"":""Point"",""coordinates"":[-111.403896332,33.345923954]}",18,1.1334853343577411
2020-10-10,"{""type"":""Point"",""coordinates"":[-96.747365316,33.100819906]}",3,3.1173649995793187
2020-10-11,"{""type"":""Point"",""coordinates"":[-95.300528717,32.475550461]}",10,0.13751907232347058
2020-10-12,"{""type"":""Point"",""coordinates"":[-95.444869186,32.61940303]}",66,5.080886756308935
2020-10-13,"{""type"":""Point"",""coordinates"":[-95.299974008,32.474500613]}",88,0.7596435484835986
2020-10-14,"{""type"":""Point"",""coordinates"":[-95.300979614,32.4799263]}",5,0.037657724977201566
2020-10-16,"{""type"":""Point"",""coordinates"":[-96.687363761,33.12600708]}",7,3.061128091718005
2020-10-17,"{""type"":""Point"",""coordinates"":[-96.66593594,33.095849355]}",9,2.2831838682457604
2020-10-18,"{""type"":""Point"",""coordinates"":[-96.748458862,33.09286499]}",2,5.615318797170346e-05
2020-10-20,"{""type"":""Point"",""coordinates"":[-96.976720174,33.065072378]}",3,0.022928556938992328
2020-10-22,"{""type"":""Point"",""coordinates"":[-96.975439072,33.065462112]}",4,0.036293974859067595
2020-10-24,"{""type"":""Point"",""coordinates"":[-96.673957825,33.055152893]}",1,
2020-10-30,"{""type"":""Point"",""coordinates"":[-98.38759613,33.759483337]}",2,0
2020-10-31,"{""type"":""Point"",""coordinates"":[-98.386488778,33.760673959]}",35,0.28159088175496605
2020-11-01,"{""type"":""Point"",""coordinates"":[-98.406183152,33.735503242]}",63,2.4011378626212703
2020-11-02,"{""type"":""Point"",""coordinates"":[-98.38804245,33.764169693]}",2,9.043895731051146e-09
2020-11-10,"{""type"":""Point"",""coordinates"":[-96.785972595,33.079975128]}",1,
2020-11-23,"{""type"":""Point"",""coordinates"":[-97.014446259,30.734308243]}",2,0.011498225941710542
2020-11-24,"{""type"":""Point"",""coordinates"":[-96.866894722,28.209209025]}",32,7.102109387728083
2020-11-25,"{""type"":""Point"",""coordinates"":[-96.949859619,28.338310242]}",4,14.176412621120553
2020-11-26,"{""type"":""Point"",""coordinates"":[-97.015344508,28.062341129]}",17,4.625066397436713
2020-11-27,"{""type"":""Point"",""coordinates"":[-96.551643372,31.606435776]}",1,
2020-12-24,"{""type"":""Point"",""coordinates"":[-96.76775074,33.733448982]}",8,0.6767569044064903
