date,count_obs,count_obscured
2020-01-15,7,0
2020-01-20,12,0
2020-01-27,7,0
2020-02-18,6,0
2020-03-07,1,0
2020-03-08,1,0
2020-07-13,0,1
2020-07-19,0,1
2020-07-25,0,2
2020-07-31,0,3
2020-09-22,0,1
2020-10-14,5,0
2020-10-22,0,1
2020-10-23,0,1
2020-12-22,0,1
