year,month,date,centergeojson,n_geoms,std_dist_km
2019,1,1/2019,"{""type"":""Point"",""coordinates"":[44.72395579,41.687123617]}",3,0.0023996354789297568
2019,5,5/2019,"{""type"":""Point"",""coordinates"":[44.720449448,41.68741311]}",18,0.10083752621419424
2019,7,7/2019,"{""type"":""Point"",""coordinates"":[42.839603969,41.82339641]}",7,0.22631994382700793
2019,8,8/2019,"{""type"":""Point"",""coordinates"":[-64.165699005,35.797972361]}",3,2165.383656876721
2019,9,9/2019,"{""type"":""Point"",""coordinates"":[44.83885994,41.877800751]}",10,15.473801258942812
